edad,incumplimiento_pagos,tiene_hipoteca,tiene_prestamo,duracion_ultima_llamada,contacos_con_cliente,dias_desde_ultimo_contacto,contactos_pre_campaña,tasa_variacion_empleo,IPC,respuesta_campaña,fecha_intereaccion,ingresos,hijos_pequeños,hijos_adolescentes,fecha_inicio_cliente,visitas_web_mes,total_hijos,nivel_educativo,estado_civil
34,0,1,0,18,1,999,0,1.1,93.994,no,2019-11-30,91964,0,2,2012-08-31,19,2,Grado Universitario,Casado
,0,0,0,730,2,999,0,1.1,93.994,no,2018-12-05,107187,2,1,2012-12-10,29,3,Primaria,Soltero
30,,0,0,40,1,999,0,1.1,93.994,no,2015-10-16,6532,1,1,2012-09-20,19,2,Grado Universitario,Casado
,0,0,0,181,2,999,0,1.1,93.994,no,2017-05-02,20444,1,2,2012-03-07,8,3,,Divorciado
32,0,0,0,79,1,999,0,1.1,93.994,no,2019-05-30,160073,2,2,2012-07-16,19,4,Formación profesional,Soltero
36,0,1,0,142,2,999,0,1.1,93.994,no,2016-09-26,55191,2,1,2012-06-15,21,3,Instituto,Soltero
36,0,0,1,389,1,999,0,1.1,93.994,no,2018-05-15,31742,1,2,2012-05-22,17,3,Instituto,Soltero
,0,0,0,702,1,999,0,1.1,93.994,no,2017-04-09,9261,0,1,2012-09-26,28,1,Instituto,Soltero
40,0,0,0,151,1,999,0,1.1,93.994,no,2017-02-24,35244,2,0,2012-05-20,19,2,Formación profesional,Divorciado
41,0,1,0,211,1,999,0,1.1,93.994,no,2019-09-27,154429,0,0,2012-01-21,2,0,Primaria,Casado
,0,1,0,117,1,999,0,1.1,93.994,no,2018-02-27,7147,0,0,2012-06-15,31,0,Primaria,Casado
36,0,1,0,232,3,999,0,1.1,93.994,no,2016-06-18,161522,1,0,2012-12-13,20,1,Formación profesional,Casado
28,0,0,0,408,2,999,0,1.1,93.994,no,2016-12-01,34613,0,2,2012-05-18,4,2,,Casado
53,0,1,1,370,3,999,0,1.1,93.994,no,2019-05-26,167116,1,2,2012-08-26,11,3,Instituto,Casado
58,,1,0,179,2,999,0,1.1,93.994,no,2015-12-02,134847,0,2,2012-02-18,18,2,Primaria,Casado
45,0,0,1,46,1,999,0,1.1,93.994,no,2019-01-23,167682,0,0,2012-12-08,5,0,Primaria,Casado
43,0,1,0,200,1,999,0,1.1,93.994,no,2019-08-28,122426,2,1,2012-01-14,14,3,,Casado
33,0,0,1,50,1,999,0,1.1,93.994,no,2015-07-29,177965,1,2,2012-08-09,13,3,Instituto,Casado
,0,0,1,181,1,999,0,1.1,93.994,no,2015-08-06,59636,1,0,2012-05-18,15,1,Instituto,Casado
27,0,,,119,1,999,0,1.1,93.994,no,2016-08-17,20717,1,1,2012-03-12,1,2,Primaria,Soltero
,0,0,0,361,1,999,0,1.1,93.994,no,2015-06-20,173812,1,1,2012-08-10,28,2,Instituto,Casado
43,0,0,0,73,3,999,0,1.1,,no,2017-09-20,74817,0,1,2012-02-05,27,1,Primaria,Divorciado
42,0,0,0,67,2,999,0,1.1,93.994,no,2019-08-21,144212,1,2,2012-05-31,26,3,Grado Universitario,Casado
27,0,0,0,350,1,999,0,1.1,93.994,no,2015-11-08,84148,0,0,2012-12-16,19,0,Primaria,Soltero
34,0,1,0,150,2,999,0,1.1,93.994,no,2015-02-09,168374,2,2,2012-06-22,20,4,Grado Universitario,Soltero
31,,0,0,332,2,999,0,1.1,93.994,no,2016-06-21,117145,0,0,2012-05-31,7,0,Grado Universitario,Soltero
,0,0,0,611,2,999,0,1.1,93.994,no,2018-02-20,124996,0,2,2012-12-23,24,2,Grado Universitario,Divorciado
40,,0,0,58,3,999,0,1.1,93.994,no,2015-03-01,102775,2,2,2012-03-31,9,4,Primaria,Casado
52,,1,0,151,1,999,0,1.1,93.994,no,2018-03-22,30991,0,2,2012-01-08,12,2,Instituto,Casado
47,0,0,0,89,2,999,0,1.1,93.994,no,2016-02-22,64978,2,1,2012-09-23,20,3,Grado Universitario,Divorciado
49,,0,0,152,1,999,0,1.1,93.994,no,2016-12-17,175569,2,2,2012-07-22,11,4,Primaria,Casado
32,0,0,0,611,2,999,0,1.1,93.994,no,2019-08-20,86740,2,1,2012-06-10,19,3,Instituto,Soltero
49,,1,1,110,2,999,0,1.1,93.994,no,2018-04-29,143571,1,2,2012-06-17,29,3,Instituto,Soltero
50,,0,0,463,1,999,0,1.1,93.994,no,2015-02-10,94909,2,2,2012-11-01,18,4,Primaria,Casado
34,0,0,0,962,1,999,0,1.1,93.994,no,2016-01-19,49620,2,1,2012-02-07,22,3,Instituto,Casado
55,,0,0,102,2,999,0,1.1,93.994,no,2019-09-06,73674,2,0,2012-08-08,19,2,Primaria,Casado
47,0,0,0,10,4,999,0,1.1,93.994,no,2019-02-26,34999,2,0,2012-05-28,16,2,Primaria,Soltero
51,0,0,0,118,3,999,0,1.1,93.994,no,2018-03-25,169970,0,0,2012-07-30,31,0,Formación profesional,Casado
,0,0,0,92,2,999,0,1.1,93.994,no,2017-08-04,107093,1,2,2012-05-10,12,3,Primaria,Casado
,0,1,0,143,3,999,0,1.1,93.994,no,2018-01-21,176655,0,1,2012-08-17,11,1,Primaria,Casado
53,0,0,0,189,3,999,0,1.1,93.994,no,2016-02-09,174572,1,1,2012-09-11,31,2,Primaria,Casado
,0,1,0,75,2,999,0,1.1,93.994,no,2017-08-14,85604,1,0,2012-11-13,4,1,Primaria,Casado
42,0,1,0,189,2,999,0,1.1,93.994,no,2018-02-28,33878,2,2,2012-07-26,11,4,Primaria,Divorciado
44,0,0,0,55,2,999,0,1.1,93.994,no,2019-12-12,9559,2,1,2012-10-26,23,3,Primaria,Divorciado
39,0,1,0,935,3,999,0,1.1,93.994,yes,2019-08-01,176226,1,1,2012-09-18,5,2,Primaria,Casado
37,0,1,1,56,2,999,0,1.1,93.994,no,2019-07-12,130556,2,2,2012-05-07,6,4,Instituto,Soltero
,,1,0,5,2,999,0,1.1,93.994,no,2017-07-24,45991,1,2,2012-06-23,2,3,,Casado
36,0,0,0,225,2,999,0,1.1,93.994,no,2016-08-21,152701,0,1,2012-11-29,9,1,Instituto,Casado
42,0,1,0,125,2,999,0,1.1,93.994,no,2015-03-14,44950,2,2,2012-03-31,32,4,Grado Universitario,Divorciado
31,0,1,1,286,2,999,0,1.1,93.994,no,2018-08-01,154583,0,2,2012-02-27,5,2,Instituto,Casado
,,0,1,206,2,999,0,1.1,93.994,no,2017-08-24,168432,2,1,2012-06-20,11,3,Formación profesional,Divorciado
45,0,1,0,164,2,999,0,1.1,93.994,no,2018-10-07,154025,1,2,2012-08-18,20,3,Primaria,Casado
37,0,1,0,98,2,999,0,1.1,93.994,no,2016-12-23,19310,2,0,2012-04-03,15,2,Formación profesional,Soltero
47,0,0,0,446,2,999,0,1.1,93.994,no,2015-12-06,7693,2,2,2012-10-31,31,4,Formación profesional,Casado
,0,0,1,742,2,999,0,1.1,93.994,no,2019-04-12,51151,0,1,2012-11-02,13,1,Instituto,Divorciado
36,0,1,0,120,2,999,0,1.1,93.994,no,2015-08-04,8017,1,0,2012-12-22,13,1,Grado Universitario,Casado
35,0,0,0,122,3,999,0,1.1,93.994,no,2015-12-01,112024,2,2,2012-03-09,17,4,Instituto,Divorciado
,,0,0,362,4,999,0,1.1,93.994,no,2018-10-16,173323,2,2,2012-07-07,28,4,,Casado
38,,0,0,357,2,999,0,1.1,93.994,no,2015-07-18,75984,2,2,2012-01-18,26,4,Instituto,Soltero
50,,0,1,200,2,999,0,1.1,93.994,no,2015-09-22,23529,0,2,2012-03-14,31,2,Instituto,Divorciado
59,,0,0,107,2,999,0,1.1,93.994,no,2018-06-30,10444,2,1,2012-09-01,18,3,Formación profesional,Casado
43,0,1,0,267,2,999,0,1.1,93.994,no,2017-03-09,100367,0,2,2012-10-25,11,2,,Casado
42,0,1,0,248,2,999,0,1.1,93.994,no,2018-06-23,136221,0,0,2012-05-21,6,0,Instituto,Casado
40,,1,0,215,2,999,0,1.1,93.994,no,2017-08-25,105010,2,0,2012-11-15,14,2,Primaria,Casado
46,,0,0,209,2,999,0,1.1,93.994,no,2016-08-11,146243,2,0,2012-06-29,12,2,,Casado
57,0,1,1,205,2,999,0,1.1,93.994,no,2015-07-06,54141,0,1,2012-02-18,31,1,Primaria,Divorciado
42,0,1,0,261,3,999,0,1.1,93.994,no,2016-04-16,94256,0,1,2012-09-02,17,1,Grado Universitario,Casado
41,0,1,0,83,2,999,0,1.1,93.994,no,2017-12-11,6327,1,2,2012-09-08,2,3,Primaria,Casado
40,,0,0,199,3,999,0,1.1,93.994,no,2016-11-09,150454,0,1,2012-11-26,9,1,Primaria,Casado
54,0,1,1,196,2,999,0,1.1,93.994,no,2015-08-31,66899,1,1,2012-11-13,24,2,Formación profesional,Casado
,0,0,0,111,4,999,0,1.1,93.994,no,2016-07-08,137931,0,0,2012-06-17,9,0,Formación profesional,Soltero
26,0,1,0,231,3,999,0,1.1,93.994,no,2019-03-03,65466,2,1,2012-05-29,3,3,Grado Universitario,Soltero
33,0,0,0,316,3,999,0,1.1,93.994,no,2019-10-31,176288,2,2,2012-07-08,9,4,Instituto,Casado
35,,0,0,240,2,999,0,1.1,93.994,no,2016-12-11,153043,0,0,2012-09-19,10,0,Primaria,Casado
,0,0,0,669,3,999,0,1.1,93.994,no,2017-04-26,174988,1,2,2012-08-15,14,3,Instituto,Casado
29,0,1,0,425,2,999,0,1.1,93.994,no,2017-10-01,21022,1,0,2012-01-30,23,1,Instituto,Soltero
36,0,1,0,121,2,999,0,1.1,93.994,no,2017-09-30,170643,2,1,2012-02-08,8,3,Primaria,Casado
35,0,1,0,174,5,999,0,1.1,93.994,no,2015-06-04,50728,2,0,2012-11-30,15,2,Instituto,Casado
50,0,0,1,88,5,999,0,1.1,93.994,no,2016-02-28,56411,1,0,2012-10-15,13,1,Grado Universitario,Soltero
46,,1,0,313,3,999,0,1.1,93.994,no,2019-03-21,45672,1,2,2012-08-03,19,3,Instituto,Casado
49,0,1,0,135,4,999,0,1.1,93.994,no,2018-01-28,81988,1,2,2012-01-21,8,3,Instituto,Casado
42,,1,0,152,2,999,0,1.1,93.994,no,2015-01-23,126142,0,1,2012-10-02,26,1,Formación profesional,Soltero
36,0,1,1,402,3,999,0,1.1,93.994,no,2018-11-16,28832,2,0,2012-04-01,5,2,Instituto,Soltero
55,,1,0,221,2,999,0,1.1,93.994,no,2018-10-09,120185,0,1,2012-05-01,23,1,Primaria,Casado
41,,0,0,213,2,999,0,1.1,93.994,no,2016-11-22,99559,0,1,2012-01-13,3,1,Grado Universitario,Casado
57,,1,0,144,3,999,0,1.1,93.994,no,2015-07-07,17784,2,1,2012-03-02,18,3,Formación profesional,Casado
32,0,1,0,158,3,999,0,1.1,93.994,no,2016-10-29,159287,2,1,2012-05-13,26,3,Instituto,Soltero
49,0,0,0,220,3,999,0,1.1,93.994,no,2015-10-08,19818,0,1,2012-01-12,28,1,Primaria,Casado
57,,1,0,325,2,999,0,1.1,93.994,no,2018-11-18,10743,1,0,2012-08-13,21,1,,Casado
58,0,1,0,254,2,999,0,1.1,93.994,no,2018-06-29,102841,2,1,2012-02-29,10,3,Primaria,Divorciado
52,0,1,0,503,2,999,0,1.1,93.994,no,2018-04-30,159618,0,2,2012-06-05,1,2,Instituto,Casado
,0,0,0,680,2,999,0,1.1,93.994,no,2017-04-07,40091,2,2,2012-10-18,29,4,Formación profesional,Divorciado
41,,1,0,421,4,999,0,1.1,93.994,no,2015-04-21,67913,0,0,2012-10-17,3,0,Primaria,Soltero
33,0,1,0,130,3,999,0,1.1,93.994,no,2019-05-14,73833,0,1,2012-08-22,19,1,Grado Universitario,Casado
,0,0,0,164,2,999,0,1.1,93.994,no,2016-12-22,179234,2,1,2012-08-28,10,3,Primaria,Casado
48,,0,0,174,3,999,0,1.1,93.994,no,2018-03-07,131992,2,1,2012-04-28,1,3,Primaria,Casado
55,0,0,0,113,2,999,0,1.1,93.994,no,2015-03-24,93227,0,1,2012-06-11,30,1,Formación profesional,Casado
38,0,0,0,195,2,999,0,1.1,93.994,no,2019-09-10,9104,2,2,2012-07-13,13,4,Grado Universitario,Casado
38,0,1,0,347,3,999,0,1.1,93.994,no,2018-10-31,21510,2,0,2012-01-29,27,2,Instituto,Casado
53,0,1,0,208,2,999,0,1.1,93.994,no,2017-10-12,33546,0,1,2012-10-29,24,1,Grado Universitario,Casado
43,0,0,0,404,4,999,0,1.1,93.994,no,2019-04-27,130044,1,0,2012-04-20,9,1,Grado Universitario,Soltero
,0,0,0,396,2,999,0,1.1,93.994,no,2015-07-21,79450,1,1,2012-08-27,3,2,Instituto,Soltero
32,0,0,0,98,2,999,0,1.1,93.994,no,2018-02-11,96785,2,2,2012-02-14,2,4,Primaria,Casado
33,0,0,0,229,3,999,0,1.1,93.994,no,2017-01-09,129649,1,1,2012-07-09,25,2,Primaria,Casado
58,0,1,0,350,2,999,0,1.1,93.994,no,2018-09-26,67127,0,1,2012-09-04,15,1,Primaria,Casado
,,0,0,88,3,999,0,1.1,93.994,no,2017-07-31,138600,0,0,2012-07-22,12,0,Instituto,Divorciado
57,0,1,0,379,2,999,0,1.1,93.994,no,2017-01-26,28941,1,2,2012-05-05,5,3,Grado Universitario,Casado
45,0,1,0,168,3,999,0,1.1,93.994,no,2019-10-14,106117,1,0,2012-09-20,18,1,Instituto,Casado
42,,1,0,190,3,999,0,1.1,93.994,no,2016-08-30,102520,2,2,2012-07-13,28,4,Primaria,Casado
46,0,1,0,158,1,999,0,1.1,93.994,no,2015-04-19,124574,2,0,2012-08-30,18,2,Grado Universitario,Casado
36,0,0,0,210,1,999,0,1.1,93.994,no,2019-10-27,118942,1,0,2012-08-28,18,1,Grado Universitario,Casado
,0,1,0,102,1,999,0,1.1,93.994,no,2016-07-31,109622,0,0,2012-04-01,6,0,Instituto,Casado
,0,0,0,306,1,999,0,1.1,93.994,no,2019-05-26,47651,1,1,2012-03-19,9,2,Primaria,Divorciado
49,,1,0,64,1,999,0,1.1,93.994,no,2018-04-20,70176,2,0,2012-05-11,20,2,Primaria,Casado
56,0,0,0,218,1,999,0,1.1,93.994,no,2018-02-18,156751,1,0,2012-01-27,30,1,Instituto,Divorciado
37,0,0,0,77,1,999,0,1.1,,no,2018-11-29,24669,2,1,2012-12-02,20,3,Primaria,Casado
37,0,0,1,54,1,999,0,1.1,93.994,no,2015-04-12,53108,0,0,2012-05-17,28,0,Primaria,Casado
,0,1,0,344,1,999,0,1.1,93.994,no,2019-06-30,146285,2,1,2012-05-12,11,3,Instituto,Soltero
22,0,1,0,195,1,999,0,1.1,93.994,no,2019-12-28,133129,0,1,2012-01-12,16,1,Primaria,Soltero
,0,0,0,202,1,999,0,1.1,93.994,no,2015-03-23,163910,2,0,2012-06-25,32,2,Instituto,Casado
49,0,0,0,286,1,999,0,1.1,93.994,no,2015-04-09,131810,2,1,2012-10-15,26,3,,Casado
41,0,1,0,278,1,999,0,1.1,93.994,no,2016-07-24,88140,1,2,2012-06-04,32,3,Primaria,Casado
38,0,0,0,189,1,999,0,1.1,93.994,no,2018-06-14,106485,2,2,2012-02-14,9,4,Grado Universitario,Soltero
33,0,0,0,83,1,999,0,1.1,93.994,no,2018-06-21,27511,0,0,2012-03-19,5,0,Primaria,Casado
49,0,1,1,18,1,999,0,1.1,93.994,no,,51060,0,2,2012-04-30,30,2,Grado Universitario,Casado
30,0,0,0,184,2,999,0,1.1,93.994,no,2018-01-14,57583,0,0,2012-09-05,31,0,,Soltero
33,0,1,0,235,1,999,0,1.1,93.994,no,2015-06-12,134205,0,0,2012-06-13,25,0,Primaria,Casado
34,0,0,0,290,1,999,0,1.1,93.994,no,2016-12-11,48562,2,2,2012-05-22,22,4,Grado Universitario,Soltero
30,,0,0,133,1,999,0,1.1,93.994,no,2018-10-17,179390,1,2,2012-04-28,23,3,,Soltero
59,,1,1,318,1,999,0,1.1,93.994,no,2016-11-30,113963,1,1,2012-01-21,18,2,Primaria,Casado
59,,,,437,1,999,0,1.1,93.994,no,2019-05-30,27862,2,1,2012-12-12,19,3,Primaria,Casado
41,0,0,0,402,1,999,0,1.1,93.994,no,2017-07-25,97075,0,2,2012-05-26,27,2,Grado Universitario,Casado
48,,1,1,501,4,999,0,1.1,93.994,no,2017-11-26,56102,2,2,2012-05-11,15,4,Primaria,Casado
28,,1,1,1201,1,999,0,1.1,93.994,yes,2019-12-25,48638,1,2,2012-08-09,18,3,,Soltero
44,0,1,0,1030,1,999,0,1.1,93.994,yes,2019-05-02,122186,0,2,2012-10-29,31,2,Instituto,Casado
59,,0,0,253,1,999,0,1.1,93.994,no,2016-08-04,131168,1,1,2012-10-17,20,2,Grado Universitario,
50,,0,0,149,1,999,0,1.1,93.994,no,2017-02-05,140476,2,1,2012-08-26,12,3,Instituto,Casado
35,0,0,0,144,1,999,0,1.1,93.994,no,2018-11-19,77195,0,1,2012-09-15,25,1,Grado Universitario,Casado
42,0,0,0,69,1,999,0,1.1,93.994,no,2019-01-26,27811,2,0,2012-04-14,24,2,Instituto,Casado
45,0,0,0,243,1,999,0,1.1,93.994,no,2016-01-08,131033,2,1,2012-04-09,14,3,Primaria,Casado
36,0,0,0,769,2,999,0,1.1,93.994,no,2018-06-25,113503,2,0,2012-01-31,6,2,Formación profesional,Casado
,,0,0,135,3,999,0,1.1,93.994,no,2016-10-30,175723,1,1,2012-12-01,23,2,Instituto,Casado
29,0,0,0,231,1,999,0,1.1,93.994,no,2015-05-11,39594,0,0,2012-08-04,13,0,Primaria,Divorciado
41,0,1,1,442,2,999,0,1.1,93.994,no,2016-09-17,95152,1,0,2012-01-08,3,1,Grado Universitario,Casado
,,0,0,199,1,999,0,1.1,93.994,no,2018-04-11,147399,1,0,2012-09-20,10,1,Primaria,Casado
52,0,0,0,455,1,999,0,1.1,93.994,no,2016-09-18,139591,0,1,2012-03-22,18,1,Instituto,Soltero
,,,,152,1,999,0,1.1,93.994,no,2017-08-11,7982,2,1,2012-06-18,27,3,Instituto,Casado
31,,1,0,124,1,999,0,1.1,93.994,no,2015-02-24,93677,2,2,2012-11-13,16,4,Instituto,Casado
43,,1,0,424,1,999,0,1.1,93.994,no,2015-03-09,49778,2,0,2012-12-02,32,2,Grado Universitario,Casado
36,,0,0,43,1,999,0,1.1,93.994,no,2019-12-06,158034,1,0,2012-05-28,7,1,Primaria,Casado
42,0,1,0,154,1,999,0,1.1,93.994,no,2018-08-02,78820,2,2,2012-05-21,13,4,Grado Universitario,Casado
52,0,0,0,393,1,999,0,1.1,93.994,no,2017-11-01,14673,0,2,2012-05-29,22,2,Primaria,Divorciado
39,0,1,0,203,2,999,0,1.1,93.994,no,2015-05-17,135278,2,0,2012-01-11,19,2,Instituto,Casado
36,0,0,1,140,2,999,0,1.1,93.994,no,2018-03-11,43684,1,2,2012-11-29,27,3,Instituto,Casado
42,,1,0,326,1,999,0,1.1,93.994,no,2017-03-24,91731,2,1,2012-03-07,17,3,Primaria,Casado
41,0,0,0,483,1,999,0,1.1,93.994,no,2019-09-12,163308,0,2,2012-08-10,6,2,Instituto,Casado
55,0,0,1,259,1,999,0,1.1,93.994,no,2018-05-09,72978,0,0,2012-10-31,9,0,Primaria,Casado
30,0,0,0,227,1,999,0,1.1,93.994,no,2019-09-12,117783,2,1,2012-08-17,29,3,Primaria,Casado
57,0,0,0,673,1,999,0,1.1,93.994,no,2016-10-20,42070,0,1,2012-04-08,17,1,Primaria,
45,,1,0,576,1,999,0,1.1,93.994,no,2015-06-14,149206,0,1,2012-06-21,7,1,Primaria,Casado
51,,1,1,180,2,999,0,1.1,93.994,no,2018-12-15,179991,1,2,2012-01-25,27,3,Primaria,Casado
,,1,1,90,1,999,0,1.1,93.994,no,2017-07-07,110860,0,1,2012-02-06,10,1,Primaria,Soltero
47,,0,0,505,1,999,0,1.1,93.994,no,2015-07-07,97951,0,2,2012-05-25,15,2,Instituto,Casado
,0,1,0,245,1,999,0,1.1,93.994,no,2018-12-22,47266,0,0,2012-01-14,30,0,Instituto,Casado
34,0,1,0,186,1,999,0,1.1,93.994,no,2019-05-28,150403,1,0,2012-02-01,28,1,Grado Universitario,Soltero
57,,1,0,208,1,999,0,1.1,93.994,no,2015-10-01,48139,2,0,2012-05-06,15,2,Primaria,Casado
43,0,0,0,623,1,999,0,1.1,93.994,no,2019-10-19,14176,2,0,2012-07-22,10,2,Primaria,Casado
49,,0,0,180,1,999,0,1.1,93.994,no,2016-12-04,60539,2,1,2012-09-28,20,3,Primaria,Casado
39,,0,0,496,3,999,0,1.1,93.994,no,2018-06-13,138345,0,0,2012-06-28,2,0,Grado Universitario,Casado
38,,1,0,118,1,999,0,1.1,93.994,no,2019-08-15,121207,2,2,2012-04-07,9,4,Primaria,Casado
49,0,0,0,102,2,999,0,1.1,93.994,no,2015-01-19,89354,1,2,2012-07-29,5,3,Primaria,Casado
58,0,0,0,342,1,999,0,1.1,93.994,no,2017-03-19,93067,1,1,2012-06-23,8,2,Primaria,Casado
43,0,1,0,225,1,999,0,1.1,93.994,no,2016-10-22,40850,2,2,2012-11-29,5,4,Formación profesional,Casado
50,,1,0,185,3,999,0,1.1,93.994,no,2015-03-14,45157,2,0,2012-05-03,20,2,,Casado
31,,0,0,276,1,999,0,1.1,93.994,no,2016-05-16,20691,1,1,2012-12-02,24,2,Instituto,Casado
43,0,0,0,87,1,999,0,1.1,93.994,no,2019-10-19,55441,1,0,2012-06-28,28,1,Grado Universitario,Divorciado
43,,0,0,744,1,999,0,1.1,93.994,no,2016-05-17,100982,2,1,2012-12-21,5,3,Primaria,Casado
30,0,1,0,262,1,999,0,1.1,93.994,no,2016-03-04,11087,2,0,2012-02-14,23,2,Grado Universitario,Soltero
27,0,1,1,271,1,999,0,1.1,93.994,no,2015-04-30,164814,0,2,2012-01-12,10,2,Formación profesional,Soltero
51,,0,0,141,1,999,0,1.1,93.994,no,2019-08-07,45990,1,1,2012-05-01,2,2,,Casado
37,0,1,0,198,2,999,0,1.1,93.994,no,2018-12-14,144554,1,2,2012-04-29,6,3,Formación profesional,Casado
46,0,1,0,150,1,999,0,1.1,93.994,no,2019-06-23,152242,0,0,2012-01-19,16,0,Primaria,Casado
35,0,0,0,241,1,999,0,1.1,93.994,no,2016-08-30,97101,2,2,2012-02-23,13,4,Formación profesional,Casado
47,0,0,0,196,1,999,0,1.1,93.994,no,2017-02-08,159585,0,1,2012-11-26,26,1,Grado Universitario,Divorciado
46,0,1,0,149,1,999,0,1.1,93.994,no,2015-02-18,101565,1,0,2012-09-21,27,1,,Casado
40,,0,1,264,1,999,0,1.1,93.994,no,2017-03-11,159124,2,1,2012-04-24,13,3,Formación profesional,Casado
26,0,0,0,246,1,999,0,1.1,93.994,no,2017-02-17,33512,2,2,2012-01-01,23,4,Grado Universitario,Casado
32,,0,0,309,2,999,0,1.1,93.994,no,2018-03-27,160554,2,0,2012-04-21,15,2,Primaria,Divorciado
45,0,1,0,140,1,999,0,1.1,93.994,no,2019-11-27,40058,1,1,2012-03-05,30,2,Grado Universitario,Casado
34,0,0,0,175,1,999,0,1.1,93.994,no,2015-07-17,12446,0,0,2012-12-16,6,0,Primaria,Casado
47,,0,0,136,1,999,0,1.1,93.994,no,2016-10-04,157577,0,0,2012-02-15,22,0,,Casado
42,0,0,0,1623,1,999,0,1.1,93.994,yes,2015-06-01,78882,2,2,2012-05-13,11,4,Formación profesional,Casado
40,0,0,1,53,1,999,0,1.1,93.994,no,2016-10-07,154609,2,0,2012-11-08,22,2,Primaria,Casado
44,,0,0,134,1,999,0,1.1,93.994,no,2019-01-07,21669,1,2,2012-03-06,11,3,Primaria,Soltero
42,0,0,0,204,4,999,0,1.1,93.994,no,2019-01-24,93674,1,1,2012-01-31,32,2,Instituto,Divorciado
,0,1,0,678,1,999,0,1.1,93.994,no,2017-07-09,168522,1,1,2012-11-10,31,2,Grado Universitario,Casado
31,0,1,0,182,1,999,0,1.1,93.994,no,2018-09-30,113459,1,1,2012-04-02,10,2,Primaria,Soltero
32,0,0,0,162,1,999,0,1.1,93.994,no,2018-08-31,33404,2,0,2012-06-17,21,2,Instituto,Casado
44,0,1,1,177,1,999,0,1.1,93.994,no,2015-09-26,25473,2,1,2012-07-17,28,3,Instituto,Casado
39,,0,0,27,1,999,0,1.1,93.994,no,2016-03-23,81365,2,2,2012-09-08,19,4,Primaria,Casado
57,,1,0,699,3,999,0,1.1,93.994,no,2016-11-14,57618,1,2,2012-06-18,16,3,Formación profesional,Casado
52,0,1,0,358,1,999,0,1.1,93.994,no,2016-08-30,117323,1,2,2012-11-11,22,3,Primaria,Casado
42,0,0,0,1677,1,999,0,1.1,93.994,yes,2019-12-20,39817,0,1,2012-01-10,30,1,Grado Universitario,Casado
42,,,,529,1,999,0,1.1,93.994,no,2017-08-29,58746,1,2,2012-02-05,24,3,Formación profesional,Soltero
,0,1,0,310,1,999,0,1.1,93.994,no,2017-05-06,143882,0,2,2012-06-17,9,2,Formación profesional,Casado
31,0,0,0,47,1,999,0,1.1,93.994,no,2018-04-30,30184,0,1,2012-10-08,12,1,Instituto,Divorciado
29,,1,0,379,1,999,0,1.1,93.994,no,2015-06-15,15373,1,0,2012-01-01,17,1,Grado Universitario,Casado
57,0,0,0,30,2,999,0,1.1,93.994,no,2019-04-10,107764,1,1,2012-04-12,25,2,Primaria,Divorciado
44,,0,0,472,1,999,0,1.1,93.994,no,2018-07-24,40317,2,1,2012-04-30,14,3,Primaria,Casado
59,,0,0,113,1,999,0,1.1,93.994,no,2018-03-17,142126,1,2,2012-02-28,4,3,,Casado
39,,0,0,114,1,999,0,1.1,93.994,no,2016-02-13,137813,2,1,2012-07-26,1,3,Primaria,Casado
57,0,0,0,116,1,999,0,1.1,,no,2015-11-26,75936,0,2,2012-05-14,30,2,Grado Universitario,Casado
41,,0,0,448,1,999,0,1.1,93.994,no,2018-12-21,119409,2,2,2012-01-03,24,4,,Casado
37,,0,1,264,1,999,0,1.1,93.994,no,2018-05-12,144766,2,1,2012-05-17,30,3,Instituto,Soltero
38,0,1,0,169,1,999,0,1.1,93.994,no,2015-07-12,41083,1,2,2012-02-21,26,3,Instituto,Casado
42,0,0,0,145,1,999,0,1.1,93.994,no,2017-12-01,12041,1,1,2012-03-09,5,2,Primaria,Casado
49,,1,0,288,1,999,0,1.1,93.994,no,2016-03-04,73085,0,1,2012-09-23,2,1,,Casado
54,,1,1,381,1,999,0,1.1,93.994,no,2017-10-14,178996,0,1,2012-12-29,23,1,Primaria,Casado
36,0,,,176,2,999,0,1.1,93.994,no,2016-03-04,46581,1,1,2012-11-12,20,2,Grado Universitario,Casado
32,,0,0,215,1,999,0,1.1,93.994,no,2015-12-18,152801,0,2,2012-11-30,3,2,Grado Universitario,Soltero
35,0,1,0,278,1,999,0,1.1,93.994,no,2018-02-28,12832,1,0,2012-04-30,3,1,Formación profesional,Casado
45,,0,0,188,2,999,0,1.1,93.994,no,2015-01-01,49527,0,1,2012-01-11,28,1,Formación profesional,Casado
56,0,1,0,174,2,999,0,1.1,93.994,no,2015-08-06,25439,1,2,2012-01-07,26,3,,Casado
,0,1,0,226,2,999,0,1.1,93.994,no,2019-05-09,35645,1,0,2012-01-16,10,1,Grado Universitario,Casado
41,,0,0,111,2,999,0,1.1,93.994,no,2019-10-09,144024,1,2,2012-04-21,21,3,Primaria,Casado
41,0,0,0,157,2,999,0,1.1,93.994,no,2015-09-14,80335,1,2,2012-02-01,1,3,Primaria,Casado
36,,0,0,46,1,999,0,1.1,93.994,no,2017-08-26,113488,2,0,2012-12-02,1,2,Primaria,Casado
,,,,49,1,999,0,1.1,93.994,no,2018-12-13,50837,0,2,2012-07-29,14,2,Grado Universitario,Soltero
31,,,,374,1,999,0,1.1,93.994,no,2019-05-28,99535,0,0,2012-05-05,5,0,Instituto,Casado
